id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,activity,stage
10,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53346,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399565105,1563399595117,30012,14,3109,1563399565105,1563399595117,30012,7,2376,1563399565106,1563399595117,30011,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.6153846153848,4386.351588326027,10247,0,5002.0,5478.439996933434,10247,0,5001.833333333333,5478.268099195828,10247,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
11,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53348,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399625108,1563399655117,30009,14,3109,1563399625108,1563399655117,30009,7,2376,1563399625108,1563399655117,30009,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.3846153846152,4387.8332834187,10283,0,5001.5,5481.57615107188,10283,1,5001.5,5481.602639739586,10284,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
12,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53350,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399685118,1563399715130,30012,14,3109,1563399685118,1563399715130,30012,7,2376,1563399685118,1563399715130,30012,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.6153846153843,4386.839115248806,10240,0,5002.0,5479.022358048925,10240,0,5002.0,5479.022358048925,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
13,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,44591,8.8.8.8,00:0e:0c:b4:40:5e,00:0e:0c,53,17,4,0,0,1563399724120,1563399724135,15,4,416,1563399724120,1563399724121,1,2,148,1563399724135,1563399724135,0,2,268,74,104.0,34.79463560186637,138,74,74.0,0.0,74,130,134.0,5.656854249492381,138,0,5.0,7.810249675906654,14,1,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Canonical,Network,0,6,ntp.ubuntu.com,,,,,Normal,Benign
14,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,48867,91.189.94.4,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563399724136,1563399724136,0,1,90,1563399724136,1563399724136,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
15,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,43089,91.189.89.198,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563399734370,1563399734370,0,1,90,1563399734370,1563399734370,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
16,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,49956,91.189.89.199,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563399744620,1563399744620,0,1,90,1563399744620,1563399744620,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
17,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53352,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399745123,1563399775130,30007,14,3109,1563399745123,1563399775130,30007,7,2376,1563399745123,1563399775130,30007,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.230769230769,4386.019420724714,10232,0,5001.166666666666,5478.295480043648,10232,1,5001.166666666666,5478.304022840158,10232,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
18,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,35615,91.189.91.157,00:0e:0c:b4:40:5e,00:0e:0c,123,17,4,0,0,1563399754870,1563399754870,0,1,90,1563399754870,1563399754870,0,1,90,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,6,,,,,,Unknown,Unknown
19,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53354,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399805129,1563399835136,30007,14,3109,1563399805129,1563399835136,30007,7,2376,1563399805129,1563399835136,30007,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.230769230769,4387.3513109438845,10240,0,5001.166666666667,5480.497985280777,10240,0,5001.166666666666,5480.497985280778,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
20,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53356,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399865136,1563399895145,30009,14,3109,1563399865136,1563399895145,30009,7,2376,1563399865136,1563399895145,30009,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.3846153846152,4386.787483236101,10240,0,5001.5,5479.572784442233,10240,1,5001.5,5479.218073776586,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
21,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53358,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399925140,1563399955148,30008,14,3109,1563399925140,1563399955148,30008,7,2376,1563399925140,1563399955148,30008,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.3076923076924,4387.37021431243,10244,0,5001.333333333333,5481.507444733307,10245,1,5001.333333333333,5481.554110529848,10245,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
22,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53360,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563399985153,1563400015160,30007,14,3109,1563399985153,1563400015160,30007,7,2376,1563399985154,1563400015160,30006,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.230769230769,4386.650091543776,10240,0,5001.166666666667,5479.503605863096,10240,0,5001.0,5479.333207608385,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
23,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53362,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400045162,1563400075175,30013,14,3109,1563400045162,1563400075174,30012,7,2376,1563400045162,1563400075175,30013,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.692307692308,4387.949338522028,10240,0,5002.0,5481.587324853997,10240,1,5002.166666666666,5481.057358454358,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
24,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53364,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400105167,1563400135178,30011,14,3109,1563400105167,1563400135178,30011,7,2376,1563400105168,1563400135178,30010,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.538461538462,4386.854902535236,10240,1,5001.833333333334,5479.50236487463,10240,1,5001.666666666667,5479.33356044936,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
25,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53366,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400165174,1563400195186,30012,14,3109,1563400165174,1563400195186,30012,7,2376,1563400165174,1563400195186,30012,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.6153846153848,4386.007306166234,10240,0,5002.0,5477.779513635064,10240,1,5002.0,5477.790065345695,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
26,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53368,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400225180,1563400255192,30012,14,3109,1563400225180,1563400255192,30012,7,2376,1563400225181,1563400255192,30011,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.6153846153848,4387.511396727108,10240,1,5002.0,5480.663682438469,10240,1,5001.833333333333,5480.496671531391,10240,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
27,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,57444,192.36.148.17,00:0e:0c:b4:40:5e,00:0e:0c,53,17,4,0,0,1563400252670,1563400252714,44,2,140,1563400252670,1563400252670,0,1,70,1563400252714,1563400252714,0,1,70,70,70.0,0.0,70,70,70.0,0.0,70,70,70.0,0.0,70,44,44.0,0.0,44,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,,,,,,Normal,Benign
28,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,40273,192.36.148.17,00:0e:0c:b4:40:5e,00:0e:0c,53,17,4,0,0,1563400252670,1563400252714,44,2,140,1563400252670,1563400252670,0,1,70,1563400252714,1563400252714,0,1,70,70,70.0,0.0,70,70,70.0,0.0,70,70,70.0,0.0,70,44,44.0,0.0,44,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,,,,,,Normal,Benign
29,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,37860,192.36.148.17,00:0e:0c:b4:40:5e,00:0e:0c,53,6,4,0,0,1563400252714,1563400252850,136,10,1572,1563400252714,1563400252850,136,6,434,1563400252759,1563400252850,91,4,1138,66,157.20000000000002,272.3987273587501,932,66,72.33333333333333,12.02774570177914,96,66,284.5,431.6831399688125,932,0,15.11111111111111,21.92854557673881,45,0,27.2,23.931151246858143,45,1,30.33333333333333,25.423086620891127,46,2,0,0,0,9,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,4,1,0,1,DNS,Network,0,6,,,,,,Normal,Benign
30,0,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,60628,192.36.148.17,00:0e:0c:b4:40:5e,00:0e:0c,53,6,4,0,0,1563400252715,1563400252858,143,10,1805,1563400252715,1563400252858,143,6,434,1563400252759,1563400252858,99,4,1371,66,180.5,346.04535669314924,1165,66,72.33333333333333,12.02774570177914,96,66,342.75,548.1796390478825,1165,0,15.88888888888889,21.32161136291324,44,1,28.6,21.32604042010612,44,0,33.0,28.930952282978865,54,2,0,0,0,9,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,4,1,0,1,DNS,Network,0,6,,,,,,Normal,Benign
31,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53370,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400285187,1563400315202,30015,14,3109,1563400285187,1563400315202,30015,7,2376,1563400285187,1563400315202,30015,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.846153846154,4386.4572235870455,10249,0,5002.5,5477.993930263158,10249,0,5002.5,5478.361315210964,10249,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
32,0,192.168.3.33,08:00:27:9a:1e:ea,08:00:27,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1563400331434,1563400331434,0,1,87,1563400331434,1563400331434,0,1,87,0,0,0,0,0,87,87.0,0.0,87,87,87.0,0.0,87,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,_ipps._tcp.local,,,,,Unknown,Unknown
33,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53372,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400345197,1563400375204,30007,14,3109,1563400345197,1563400375204,30007,7,2376,1563400345198,1563400375204,30006,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.230769230769,4388.085291518503,10241,0,5001.166666666666,5482.628910173173,10241,0,5001.0,5482.464154009582,10242,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
34,0,192.168.3.34,08:00:27:77:53:c4,08:00:27,53374,192.168.3.30,08:00:27:e3:e6:2f,08:00:27,8081,6,4,0,0,1563400405207,1563400435219,30012,14,3109,1563400405207,1563400435219,30012,7,2376,1563400405207,1563400435219,30012,7,733,66,222.07142857142856,508.475619911079,1972,66,339.42857142857144,719.9025066268481,1972,66,104.71428571428572,98.94563201697233,329,0,2308.6153846153848,4386.5315557674485,10239,0,5002.0,5479.156832944281,10240,1,5002.0,5478.800963714597,10239,2,0,0,0,13,2,0,2,1,0,0,0,6,1,0,1,1,0,0,0,7,1,0,1,HTTP,Web,0,6,192.168.3.30,,,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,application/json,Normal,Benign
